state,year,race,pop
Nevada (32),1997,Not Hispanic or Latino,1473601
Nevada (32),1998,Hispanic or Latino,327888
Nevada (32),1998,Not Hispanic or Latino,1525304
Nevada (32),1999,Hispanic or Latino,364458
Nevada (32),1999,Not Hispanic or Latino,1570260
Nevada (32),2000,Hispanic or Latino,400260
Nevada (32),2000,Not Hispanic or Latino,1618481
Nevada (32),2001,Hispanic or Latino,433396
Nevada (32),2001,Not Hispanic or Latino,1665003
Nevada (32),2002,Hispanic or Latino,465381
Nevada (32),2002,Not Hispanic or Latino,1708410
Nevada (32),2003,Hispanic or Latino,495379
Nevada (32),2003,Not Hispanic or Latino,1753471
Nevada (32),2004,Hispanic or Latino,531663
Nevada (32),2004,Not Hispanic or Latino,1814559
Nevada (32),2005,Hispanic or Latino,570527
Nevada (32),2005,Not Hispanic or Latino,1861616
Nevada (32),2006,Hispanic or Latino,613429
Nevada (32),2006,Not Hispanic or Latino,1909229
Nevada (32),2007,Hispanic or Latino,653390
Nevada (32),2007,Not Hispanic or Latino,1947682
Nevada (32),2008,Hispanic or Latino,681879
Nevada (32),2008,Not Hispanic or Latino,1971751
Nevada (32),2009,Hispanic or Latino,703367
Nevada (32),2009,Not Hispanic or Latino,1981298
Nevada (32),2010,Hispanic or Latino,718501
Nevada (32),2010,Not Hispanic or Latino,1983904
Nevada (32),2011,Hispanic or Latino,729989
Nevada (32),2011,Not Hispanic or Latino,1982741
Nevada (32),2012,Hispanic or Latino,745183
Nevada (32),2012,Not Hispanic or Latino,1998813
Nevada (32),2013,Hispanic or Latino,762687
Nevada (32),2013,Not Hispanic or Latino,2013283
Nevada (32),2014,Hispanic or Latino,781603
Nevada (32),2014,Not Hispanic or Latino,2036025
Nevada (32),2015,Hispanic or Latino,805810
Nevada (32),2015,Not Hispanic or Latino,2061129
Nevada (32),2016,Hispanic or Latino,829044
Nevada (32),2016,Not Hispanic or Latino,2088519
Nevada (32),2017,Hispanic or Latino,852464
Nevada (32),2017,Not Hispanic or Latino,2117441
Nevada (32),2018,Hispanic or Latino,877290
Nevada (32),2018,Not Hispanic or Latino,2150051
Nevada (32),2019,Hispanic or Latino,900600
Nevada (32),2019,Not Hispanic or Latino,2179556
New Hampshire (33),1990,Hispanic or Latino,11286
New Hampshire (33),1990,Not Hispanic or Latino,1101098
New Hampshire (33),1991,Hispanic or Latino,11380
New Hampshire (33),1991,Not Hispanic or Latino,1098549
New Hampshire (33),1992,Hispanic or Latino,11849
New Hampshire (33),1992,Not Hispanic or Latino,1105936
New Hampshire (33),1993,Hispanic or Latino,13080
New Hampshire (33),1993,Not Hispanic or Latino,1116378
New Hampshire (33),1994,Hispanic or Latino,14008
New Hampshire (33),1994,Not Hispanic or Latino,1128553
New Hampshire (33),1995,Hispanic or Latino,14589
New Hampshire (33),1995,Not Hispanic or Latino,1142972
New Hampshire (33),1996,Hispanic or Latino,15544
New Hampshire (33),1996,Not Hispanic or Latino,1159175
New Hampshire (33),1997,Hispanic or Latino,16681
New Hampshire (33),1997,Not Hispanic or Latino,1172744
New Hampshire (33),1998,Hispanic or Latino,17793
New Hampshire (33),1998,Not Hispanic or Latino,1188148
New Hampshire (33),1999,Hispanic or Latino,19397
New Hampshire (33),1999,Not Hispanic or Latino,1202618
New Hampshire (33),2000,Hispanic or Latino,20697
New Hampshire (33),2000,Not Hispanic or Latino,1219185
New Hampshire (33),2001,Hispanic or Latino,23049
New Hampshire (33),2001,Not Hispanic or Latino,1232468
New Hampshire (33),2002,Hispanic or Latino,25288
New Hampshire (33),2002,Not Hispanic or Latino,1243801
New Hampshire (33),2003,Hispanic or Latino,27025
New Hampshire (33),2003,Not Hispanic or Latino,1252815
New Hampshire (33),2004,Hispanic or Latino,28780
New Hampshire (33),2004,Not Hispanic or Latino,1261341
New Hampshire (33),2005,Hispanic or Latino,30429
New Hampshire (33),2005,Not Hispanic or Latino,1268063
New Hampshire (33),2006,Hispanic or Latino,32338
New Hampshire (33),2006,Not Hispanic or Latino,1276051
New Hampshire (33),2007,Hispanic or Latino,33742
New Hampshire (33),2007,Not Hispanic or Latino,1278798
New Hampshire (33),2008,Hispanic or Latino,35202
New Hampshire (33),2008,Not Hispanic or Latino,1280704
New Hampshire (33),2009,Hispanic or Latino,36330
New Hampshire (33),2009,Not Hispanic or Latino,1279772
New Hampshire (33),2010,Hispanic or Latino,36920
New Hampshire (33),2010,Not Hispanic or Latino,1279842
New Hampshire (33),2011,Hispanic or Latino,38624
New Hampshire (33),2011,Not Hispanic or Latino,1281578
New Hampshire (33),2012,Hispanic or Latino,40352
New Hampshire (33),2012,Not Hispanic or Latino,1283880
New Hampshire (33),2013,Hispanic or Latino,41823
New Hampshire (33),2013,Not Hispanic or Latino,1284799
New Hampshire (33),2014,Hispanic or Latino,43500
New Hampshire (33),2014,Not Hispanic or Latino,1289841
New Hampshire (33),2015,Hispanic or Latino,45489
New Hampshire (33),2015,Not Hispanic or Latino,1290861
New Hampshire (33),2016,Hispanic or Latino,47773
New Hampshire (33),2016,Not Hispanic or Latino,1294534
New Hampshire (33),2017,Hispanic or Latino,50276
New Hampshire (33),2017,Not Hispanic or Latino,1298511
New Hampshire (33),2018,Hispanic or Latino,52495
New Hampshire (33),2018,Not Hispanic or Latino,1300970
New Hampshire (33),2019,Hispanic or Latino,54589
New Hampshire (33),2019,Not Hispanic or Latino,1305122
New Jersey (34),1990,Hispanic or Latino,754012
New Jersey (34),1990,Not Hispanic or Latino,7008951
New Jersey (34),1991,Hispanic or Latino,785362
New Jersey (34),1991,Not Hispanic or Latino,7029314
New Jersey (34),1992,Hispanic or Latino,819147
New Jersey (34),1992,Not Hispanic or Latino,7061361
New Jersey (34),1993,Hispanic or Latino,856979
New Jersey (34),1993,Not Hispanic or Latino,7091936
New Jersey (34),1994,Hispanic or Latino,892121
New Jersey (34),1994,Not Hispanic or Latino,7122185
New Jersey (34),1995,Hispanic or Latino,929065
New Jersey (34),1995,Not Hispanic or Latino,7154177
New Jersey (34),1996,Hispanic or Latino,968173
New Jersey (34),1996,Not Hispanic or Latino,7181423
New Jersey (34),1997,Hispanic or Latino,1009758
New Jersey (34),1997,Not Hispanic or Latino,7209050
New Jersey (34),1998,Hispanic or Latino,1049793
New Jersey (34),1998,Not Hispanic or Latino,7237625
New Jersey (34),1999,Hispanic or Latino,1087446
New Jersey (34),1999,Not Hispanic or Latino,7272146
New Jersey (34),2000,Hispanic or Latino,1128903
New Jersey (34),2000,Not Hispanic or Latino,7301718
New Jersey (34),2001,Hispanic or Latino,1173732
New Jersey (34),2001,Not Hispanic or Latino,7318939
New Jersey (34),2002,Hispanic or Latino,1218847
New Jersey (34),2002,Not Hispanic or Latino,7333796
New Jersey (34),2003,Hispanic or Latino,1263523
New Jersey (34),2003,Not Hispanic or Latino,7337879
New Jersey (34),2004,Hispanic or Latino,1304751
New Jersey (34),2004,Not Hispanic or Latino,7329810
New Jersey (34),2005,Hispanic or Latino,1343332
New Jersey (34),2005,Not Hispanic or Latino,7308642
New Jersey (34),2006,Hispanic or Latino,1381040
New Jersey (34),2006,Not Hispanic or Latino,7280639
New Jersey (34),2007,Hispanic or Latino,1419887
New Jersey (34),2007,Not Hispanic or Latino,7257998
New Jersey (34),2008,Hispanic or Latino,1464525
New Jersey (34),2008,Not Hispanic or Latino,7246565
New Jersey (34),2009,Hispanic or Latino,1515870
New Jersey (34),2009,Not Hispanic or Latino,7239732
New Jersey (34),2010,Hispanic or Latino,1564803
New Jersey (34),2010,Not Hispanic or Latino,7234643
New Jersey (34),2011,Hispanic or Latino,1604552
New Jersey (34),2011,Not Hispanic or Latino,7223565
New Jersey (34),2012,Hispanic or Latino,1637277
New Jersey (34),2012,Not Hispanic or Latino,7207665
New Jersey (34),2013,Hispanic or Latino,1669079
New Jersey (34),2013,Not Hispanic or Latino,7187893
New Jersey (34),2014,Hispanic or Latino,1700761
New Jersey (34),2014,Not Hispanic or Latino,7163764
New Jersey (34),2015,Hispanic or Latino,1730691
New Jersey (34),2015,Not Hispanic or Latino,7137258
New Jersey (34),2016,Hispanic or Latino,1761332
New Jersey (34),2016,Not Hispanic or Latino,7109495
New Jersey (34),2017,Hispanic or Latino,1796065
New Jersey (34),2017,Not Hispanic or Latino,7089460
New Jersey (34),2018,Hispanic or Latino,1828769
New Jersey (34),2018,Not Hispanic or Latino,7057256
New Jersey (34),2019,Hispanic or Latino,1856844
New Jersey (34),2019,Not Hispanic or Latino,7025346
New Mexico (35),1990,Hispanic or Latino,584566
New Mexico (35),1990,Not Hispanic or Latino,937008
New Mexico (35),1991,Hispanic or Latino,601897
New Mexico (35),1991,Not Hispanic or Latino,953408
New Mexico (35),1992,Hispanic or Latino,623826
New Mexico (35),1992,Not Hispanic or Latino,971616
New Mexico (35),1993,Hispanic or Latino,643785
New Mexico (35),1993,Not Hispanic or Latino,992668
New Mexico (35),1994,Hispanic or Latino,664969
New Mexico (35),1994,Not Hispanic or Latino,1017429
New Mexico (35),1995,Hispanic or Latino,685146
New Mexico (35),1995,Not Hispanic or Latino,1035248
New Mexico (35),1996,Hispanic or Latino,705839
New Mexico (35),1996,Not Hispanic or Latino,1046487
New Mexico (35),1997,Hispanic or Latino,722960
New Mexico (35),1997,Not Hispanic or Latino,1051879
New Mexico (35),1998,Hispanic or Latino,738868
New Mexico (35),1998,Not Hispanic or Latino,1054616
New Mexico (35),1999,Hispanic or Latino,753569
New Mexico (35),1999,Not Hispanic or Latino,1054513
New Mexico (35),2000,Hispanic or Latino,769988
New Mexico (35),2000,Not Hispanic or Latino,1051216
New Mexico (35),2001,Hispanic or Latino,783543
New Mexico (35),2001,Not Hispanic or Latino,1048147
New Mexico (35),2002,Hispanic or Latino,800870
New Mexico (35),2002,Not Hispanic or Latino,1054439
New Mexico (35),2003,Hispanic or Latino,817520
New Mexico (35),2003,Not Hispanic or Latino,1060054
New Mexico (35),2004,Hispanic or Latino,834722
New Mexico (35),2004,Not Hispanic or Latino,1069086
New Mexico (35),2005,Hispanic or Latino,854026
New Mexico (35),2005,Not Hispanic or Latino,1078248
New Mexico (35),2006,Hispanic or Latino,874649
New Mexico (35),2006,Not Hispanic or Latino,1087488
New Mexico (35),2007,Hispanic or Latino,896537
New Mexico (35),2007,Not Hispanic or Latino,1093533
New Mexico (35),2008,Hispanic or Latino,916565
New Mexico (35),2008,Not Hispanic or Latino,1094097
New Mexico (35),2009,Hispanic or Latino,937564
New Mexico (35),2009,Not Hispanic or Latino,1099238
New Mexico (35),2010,Hispanic or Latino,957910
New Mexico (35),2010,Not Hispanic or Latino,1106642
New Mexico (35),2011,Hispanic or Latino,973245
New Mexico (35),2011,Not Hispanic or Latino,1107205
New Mexico (35),2012,Hispanic or Latino,983883
New Mexico (35),2012,Not Hispanic or Latino,1103426
New Mexico (35),2013,Hispanic or Latino,994664
New Mexico (35),2013,Not Hispanic or Latino,1097609
New Mexico (35),2014,Hispanic or Latino,1000680
New Mexico (35),2014,Not Hispanic or Latino,1088888
New Mexico (35),2015,Hispanic or Latino,1007992
New Mexico (35),2015,Not Hispanic or Latino,1081299
New Mexico (35),2016,Hispanic or Latino,1015173
New Mexico (35),2016,Not Hispanic or Latino,1076457
New Mexico (35),2017,Hispanic or Latino,1020880
New Mexico (35),2017,Not Hispanic or Latino,1070904
New Mexico (35),2018,Hispanic or Latino,1027108
New Mexico (35),2018,Not Hispanic or Latino,1065633
New Mexico (35),2019,Hispanic or Latino,1032942
New Mexico (35),2019,Not Hispanic or Latino,1063887
New York (36),1990,Hispanic or Latino,2230090
New York (36),1990,Not Hispanic or Latino,15790694
New York (36),1991,Hispanic or Latino,2284463
New York (36),1991,Not Hispanic or Latino,15838047
New York (36),1992,Hispanic or Latino,2343289
New York (36),1992,Not Hispanic or Latino,15903364
New York (36),1993,Hispanic or Latino,2417521
New York (36),1993,Not Hispanic or Latino,15957433
New York (36),1994,Hispanic or Latino,2485045
New York (36),1994,Not Hispanic or Latino,15974425
New York (36),1995,Hispanic or Latino,2552088
New York (36),1995,Not Hispanic or Latino,15972016
New York (36),1996,Hispanic or Latino,2613537
New York (36),1996,Not Hispanic or Latino,15974923
New York (36),1997,Hispanic or Latino,2680834
New York (36),1997,Not Hispanic or Latino,15975712
New York (36),1998,Hispanic or Latino,2744922
New York (36),1998,Not Hispanic or Latino,16010984
New York (36),1999,Hispanic or Latino,2812644
New York (36),1999,Not Hispanic or Latino,16070081
New York (36),2000,Hispanic or Latino,2894316
New York (36),2000,Not Hispanic or Latino,16107464
New York (36),2001,Hispanic or Latino,2952390
New York (36),2001,Not Hispanic or Latino,16130448
New York (36),2002,Hispanic or Latino,3007143
New York (36),2002,Not Hispanic or Latino,16130657
New York (36),2003,Hispanic or Latino,3054405
New York (36),2003,Not Hispanic or Latino,16121534
New York (36),2004,Hispanic or Latino,3092293
New York (36),2004,Not Hispanic or Latino,16079274
New York (36),2005,Hispanic or Latino,3125400
New York (36),2005,Not Hispanic or Latino,16007210
New York (36),2006,Hispanic or Latino,3162942
New York (36),2006,Not Hispanic or Latino,15941689
New York (36),2007,Hispanic or Latino,3216035
New York (36),2007,Not Hispanic or Latino,15916300
New York (36),2008,Hispanic or Latino,3284992
New York (36),2008,Not Hispanic or Latino,15927444
New York (36),2009,Hispanic or Latino,3359065
New York (36),2009,Not Hispanic or Latino,15948001
New York (36),2010,Hispanic or Latino,3431541
New York (36),2010,Not Hispanic or Latino,15968337
New York (36),2011,Hispanic or Latino,3496133
New York (36),2011,Not Hispanic or Latino,16003108
New York (36),2012,Hispanic or Latino,3552761
New York (36),2012,Not Hispanic or Latino,16020171
New York (36),2013,Hispanic or Latino,3601735
New York (36),2013,Not Hispanic or Latino,16022712
New York (36),2014,Hispanic or Latino,3640804
New York (36),2014,Not Hispanic or Latino,16010245
New York (36),2015,Hispanic or Latino,3677500
New York (36),2015,Not Hispanic or Latino,15977166
New York (36),2016,Hispanic or Latino,3707660
New York (36),2016,Not Hispanic or Latino,15925768
New York (36),2017,Hispanic or Latino,3725119
New York (36),2017,Not Hispanic or Latino,15864453
New York (36),2018,Hispanic or Latino,3743541
New York (36),2018,Not Hispanic or Latino,15786810
New York (36),2019,Hispanic or Latino,3751058
New York (36),2019,Not Hispanic or Latino,15702503
North Carolina (37),1990,Hispanic or Latino,77118
North Carolina (37),1990,Not Hispanic or Latino,6586898
North Carolina (37),1991,Hispanic or Latino,85654
North Carolina (37),1991,Not Hispanic or Latino,6698626
North Carolina (37),1992,Hispanic or Latino,98247
North Carolina (37),1992,Not Hispanic or Latino,6798967
North Carolina (37),1993,Hispanic or Latino,112882
North Carolina (37),1993,Not Hispanic or Latino,6929936
North Carolina (37),1994,Hispanic or Latino,133661
North Carolina (37),1994,Not Hispanic or Latino,7053737
North Carolina (37),1995,Hispanic or Latino,158562
North Carolina (37),1995,Not Hispanic or Latino,7186112
North Carolina (37),1996,Hispanic or Latino,190949
North Carolina (37),1996,Not Hispanic or Latino,7309721
North Carolina (37),1997,Hispanic or Latino,229570
North Carolina (37),1997,Not Hispanic or Latino,7427255
North Carolina (37),1998,Hispanic or Latino,275255
North Carolina (37),1998,Not Hispanic or Latino,7533867
North Carolina (37),1999,Hispanic or Latino,327051
North Carolina (37),1999,Not Hispanic or Latino,7622311
North Carolina (37),2000,Hispanic or Latino,385209
North Carolina (37),2000,Not Hispanic or Latino,7696405
North Carolina (37),2001,Hispanic or Latino,424721
North Carolina (37),2001,Not Hispanic or Latino,7785401
North Carolina (37),2002,Hispanic or Latino,461933
North Carolina (37),2002,Not Hispanic or Latino,7864268
North Carolina (37),2003,Hispanic or Latino,495533
North Carolina (37),2003,Not Hispanic or Latino,7926968
North Carolina (37),2004,Hispanic or Latino,534364
North Carolina (37),2004,Not Hispanic or Latino,8018788
North Carolina (37),2005,Hispanic or Latino,576892
North Carolina (37),2005,Not Hispanic or Latino,8128515
North Carolina (37),2006,Hispanic or Latino,625096
North Carolina (37),2006,Not Hispanic or Latino,8292174
North Carolina (37),2007,Hispanic or Latino,676428
North Carolina (37),2007,Not Hispanic or Latino,8441609
North Carolina (37),2008,Hispanic or Latino,728646
North Carolina (37),2008,Not Hispanic or Latino,8580803
North Carolina (37),2009,Hispanic or Latino,770622
North Carolina (37),2009,Not Hispanic or Latino,8678944
North Carolina (37),2010,Hispanic or Latino,806437
North Carolina (37),2010,Not Hispanic or Latino,8767886
North Carolina (37),2011,Hispanic or Latino,821192
North Carolina (37),2011,Not Hispanic or Latino,8836400
North Carolina (37),2012,Hispanic or Latino,839479
North Carolina (37),2012,Not Hispanic or Latino,8909997
North Carolina (37),2013,Hispanic or Latino,857206
North Carolina (37),2013,Not Hispanic or Latino,8986130
North Carolina (37),2014,Hispanic or Latino,876543
North Carolina (37),2014,Not Hispanic or Latino,9056344
North Carolina (37),2015,Hispanic or Latino,902312
North Carolina (37),2015,Not Hispanic or Latino,9129334
North Carolina (37),2016,Hispanic or Latino,931221
North Carolina (37),2016,Not Hispanic or Latino,9223567
North Carolina (37),2017,Hispanic or Latino,961105
North Carolina (37),2017,Not Hispanic or Latino,9307128
North Carolina (37),2018,Hispanic or Latino,994606
North Carolina (37),2018,Not Hispanic or Latino,9387009
North Carolina (37),2019,Hispanic or Latino,1025830
North Carolina (37),2019,Not Hispanic or Latino,9462254
North Dakota (38),1990,Hispanic or Latino,4174
North Dakota (38),1990,Not Hispanic or Latino,633511
North Dakota (38),1991,Hispanic or Latino,4592
North Dakota (38),1991,Not Hispanic or Latino,631161
North Dakota (38),1992,Hispanic or Latino,4597
North Dakota (38),1992,Not Hispanic or Latino,633626
North Dakota (38),1993,Hispanic or Latino,4721
North Dakota (38),1993,Not Hispanic or Latino,636495
North Dakota (38),1994,Hispanic or Latino,4728
North Dakota (38),1994,Not Hispanic or Latino,640078
North Dakota (38),1995,Hispanic or Latino,5180
North Dakota (38),1995,Not Hispanic or Latino,642652
North Dakota (38),1996,Hispanic or Latino,5669
North Dakota (38),1996,Not Hispanic or Latino,644713
North Dakota (38),1997,Hispanic or Latino,6106
North Dakota (38),1997,Not Hispanic or Latino,643610
North Dakota (38),1998,Hispanic or Latino,6350
North Dakota (38),1998,Not Hispanic or Latino,641182
North Dakota (38),1999,Hispanic or Latino,6703
North Dakota (38),1999,Not Hispanic or Latino,637556
North Dakota (38),2000,Hispanic or Latino,7834
North Dakota (38),2000,Not Hispanic or Latino,634189
North Dakota (38),2001,Hispanic or Latino,8377
North Dakota (38),2001,Not Hispanic or Latino,630685
North Dakota (38),2002,Hispanic or Latino,8999
North Dakota (38),2002,Not Hispanic or Latino,629169
North Dakota (38),2003,Hispanic or Latino,9714
North Dakota (38),2003,Not Hispanic or Latino,629103
North Dakota (38),2004,Hispanic or Latino,10359
North Dakota (38),2004,Not Hispanic or Latino,634346
North Dakota (38),2005,Hispanic or Latino,10797
North Dakota (38),2005,Not Hispanic or Latino,635292
North Dakota (38),2006,Hispanic or Latino,11299
North Dakota (38),2006,Not Hispanic or Latino,638123
North Dakota (38),2007,Hispanic or Latino,11899
North Dakota (38),2007,Not Hispanic or Latino,640923
North Dakota (38),2008,Hispanic or Latino,12560
North Dakota (38),2008,Not Hispanic or Latino,645009
North Dakota (38),2009,Hispanic or Latino,13276
North Dakota (38),2009,Not Hispanic or Latino,651692
North Dakota (38),2010,Hispanic or Latino,13799
North Dakota (38),2010,Not Hispanic or Latino,660916
North Dakota (38),2011,Hispanic or Latino,15266
North Dakota (38),2011,Not Hispanic or Latino,669959
North Dakota (38),2012,Hispanic or Latino,17457
North Dakota (38),2012,Not Hispanic or Latino,683719
North Dakota (38),2013,Hispanic or Latino,20596
North Dakota (38),2013,Not Hispanic or Latino,701440
North Dakota (38),2014,Hispanic or Latino,23174
North Dakota (38),2014,Not Hispanic or Latino,714227
North Dakota (38),2015,Hispanic or Latino,26368
North Dakota (38),2015,Not Hispanic or Latino,727698
North Dakota (38),2016,Hispanic or Latino,27577
North Dakota (38),2016,Not Hispanic or Latino,726857
North Dakota (38),2017,Hispanic or Latino,28608
North Dakota (38),2017,Not Hispanic or Latino,726334
North Dakota (38),2018,Hispanic or Latino,29925
North Dakota (38),2018,Not Hispanic or Latino,728155
North Dakota (38),2019,Hispanic or Latino,31532
North Dakota (38),2019,Not Hispanic or Latino,730530
Ohio (39),1990,Hispanic or Latino,139402
Ohio (39),1990,Not Hispanic or Latino,10724760
Ohio (39),1991,Hispanic or Latino,144574
Ohio (39),1991,Not Hispanic or Latino,10801188
Ohio (39),1992,Hispanic or Latino,150490
Ohio (39),1992,Not Hispanic or Latino,10878941
Ohio (39),1993,Hispanic or Latino,157065
Ohio (39),1993,Not Hispanic or Latino,10944075
Ohio (39),1994,Hispanic or Latino,163264
Ohio (39),1994,Not Hispanic or Latino,10989191
Ohio (39),1995,Hispanic or Latino,170781
Ohio (39),1995,Not Hispanic or Latino,11031970
Ohio (39),1996,Hispanic or Latino,178573
Ohio (39),1996,Not Hispanic or Latino,11064254
Ohio (39),1997,Hispanic or Latino,186837
Ohio (39),1997,Not Hispanic or Latino,11090520
Ohio (39),1998,Hispanic or Latino,195796
Ohio (39),1998,Not Hispanic or Latino,11115740
Ohio (39),1999,Hispanic or Latino,205258
Ohio (39),1999,Not Hispanic or Latino,11130196
Ohio (39),2000,Hispanic or Latino,219498
Ohio (39),2000,Not Hispanic or Latino,11144045
Ohio (39),2001,Hispanic or Latino,232498
Ohio (39),2001,Not Hispanic or Latino,11154906
Ohio (39),2002,Hispanic or Latino,245320
Ohio (39),2002,Not Hispanic or Latino,11162569
Ohio (39),2003,Hispanic or Latino,258609
Ohio (39),2003,Not Hispanic or Latino,11176179
Ohio (39),2004,Hispanic or Latino,271798
Ohio (39),2004,Not Hispanic or Latino,11180453
Ohio (39),2005,Hispanic or Latino,286188
Ohio (39),2005,Not Hispanic or Latino,11177132
Ohio (39),2006,Hispanic or Latino,300578
Ohio (39),2006,Not Hispanic or Latino,11180635
Ohio (39),2007,Hispanic or Latino,316034
Ohio (39),2007,Not Hispanic or Latino,11184434
Ohio (39),2008,Hispanic or Latino,330867
Ohio (39),2008,Not Hispanic or Latino,11184524
Ohio (39),2009,Hispanic or Latino,344550
Ohio (39),2009,Not Hispanic or Latino,11184346
Ohio (39),2010,Hispanic or Latino,356966
Ohio (39),2010,Not Hispanic or Latino,11182370
Ohio (39),2011,Hispanic or Latino,367771
Ohio (39),2011,Not Hispanic or Latino,11176892
Ohio (39),2012,Hispanic or Latino,378732
Ohio (39),2012,Not Hispanic or Latino,11170191
Ohio (39),2013,Hispanic or Latino,391149
Ohio (39),2013,Not Hispanic or Latino,11185535
Ohio (39),2014,Hispanic or Latino,403614
Ohio (39),2014,Not Hispanic or Latino,11199086
Ohio (39),2015,Hispanic or Latino,415911
Ohio (39),2015,Not Hispanic or Latino,11201616
Ohio (39),2016,Hispanic or Latino,429127
Ohio (39),2016,Not Hispanic or Latino,11205243
Ohio (39),2017,Hispanic or Latino,443864
Ohio (39),2017,Not Hispanic or Latino,11215786
Ohio (39),2018,Hispanic or Latino,459088
Ohio (39),2018,Not Hispanic or Latino,11217253
Ohio (39),2019,Hispanic or Latino,470462
Ohio (39),2019,Not Hispanic or Latino,11218638
Oklahoma (40),1990,Hispanic or Latino,85463
Oklahoma (40),1990,Not Hispanic or Latino,3063362
Oklahoma (40),1991,Hispanic or Latino,89847
Oklahoma (40),1991,Not Hispanic or Latino,3085593
Oklahoma (40),1992,Hispanic or Latino,96678
Oklahoma (40),1992,Not Hispanic or Latino,3123839
Oklahoma (40),1993,Hispanic or Latino,103077
Oklahoma (40),1993,Not Hispanic or Latino,3149208
Oklahoma (40),1994,Hispanic or Latino,110591
Oklahoma (40),1994,Not Hispanic or Latino,3170349
Oklahoma (40),1995,Hispanic or Latino,118867
Oklahoma (40),1995,Not Hispanic or Latino,3189341
Oklahoma (40),1996,Hispanic or Latino,128928
Oklahoma (40),1996,Not Hispanic or Latino,3211201
Oklahoma (40),1997,Hispanic or Latino,140917
Oklahoma (40),1997,Not Hispanic or Latino,3232001
Oklahoma (40),1998,Hispanic or Latino,154247
Oklahoma (40),1998,Not Hispanic or Latino,3250947
Oklahoma (40),1999,Hispanic or Latino,167756
Oklahoma (40),1999,Not Hispanic or Latino,3269392
Oklahoma (40),2000,Hispanic or Latino,181095
Oklahoma (40),2000,Not Hispanic or Latino,3273270
Oklahoma (40),2001,Hispanic or Latino,195483
Oklahoma (40),2001,Not Hispanic or Latino,3271617
Oklahoma (40),2002,Hispanic or Latino,210446
Oklahoma (40),2002,Not Hispanic or Latino,3278634
Oklahoma (40),2003,Hispanic or Latino,222946
Oklahoma (40),2003,Not Hispanic or Latino,3281946
Oklahoma (40),2004,Hispanic or Latino,236132
Oklahoma (40),2004,Not Hispanic or Latino,3289101
Oklahoma (40),2005,Hispanic or Latino,251203
Oklahoma (40),2005,Not Hispanic or Latino,3297394
Oklahoma (40),2006,Hispanic or Latino,268175
Oklahoma (40),2006,Not Hispanic or Latino,3325915
Oklahoma (40),2007,Hispanic or Latino,285618
Oklahoma (40),2007,Not Hispanic or Latino,3348731
Oklahoma (40),2008,Hispanic or Latino,300723
Oklahoma (40),2008,Not Hispanic or Latino,3368253
Oklahoma (40),2009,Hispanic or Latino,319289
Oklahoma (40),2009,Not Hispanic or Latino,3398283
Oklahoma (40),2010,Hispanic or Latino,333503
Oklahoma (40),2010,Not Hispanic or Latino,3426441
Oklahoma (40),2011,Hispanic or Latino,345815
Oklahoma (40),2011,Not Hispanic or Latino,3442564
Oklahoma (40),2012,Hispanic or Latino,358108
Oklahoma (40),2012,Not Hispanic or Latino,3460706
Oklahoma (40),2013,Hispanic or Latino,370692
Oklahoma (40),2013,Not Hispanic or Latino,3482522
Oklahoma (40),2014,Hispanic or Latino,382635
Oklahoma (40),2014,Not Hispanic or Latino,3495552
Oklahoma (40),2015,Hispanic or Latino,395593
Oklahoma (40),2015,Not Hispanic or Latino,3513907
Oklahoma (40),2016,Hispanic or Latino,408491
Oklahoma (40),2016,Not Hispanic or Latino,3517840
Oklahoma (40),2017,Hispanic or Latino,418886
Oklahoma (40),2017,Not Hispanic or Latino,3512430
Oklahoma (40),2018,Hispanic or Latino,428453
Oklahoma (40),2018,Not Hispanic or Latino,3511782
Oklahoma (40),2019,Hispanic or Latino,438110
Oklahoma (40),2019,Not Hispanic or Latino,3518861
Oregon (41),1990,Hispanic or Latino,114212
Oregon (41),1990,Not Hispanic or Latino,2746163
Oregon (41),1991,Hispanic or Latino,124087
Oregon (41),1991,Not Hispanic or Latino,2804420
Oregon (41),1992,Hispanic or Latino,135960
Oregon (41),1992,Not Hispanic or Latino,2855795
Oregon (41),1993,Hispanic or Latino,149110
Oregon (41),1993,Not Hispanic or Latino,2911257
Oregon (41),1994,Hispanic or Latino,164456
Oregon (41),1994,Not Hispanic or Latino,2956808
Oregon (41),1995,Hispanic or Latino,182703
Oregon (41),1995,Not Hispanic or Latino,3001666
Oregon (41),1996,Hispanic or Latino,198480
Oregon (41),1996,Not Hispanic or Latino,3048631
Oregon (41),1997,Hispanic or Latino,218617
Oregon (41),1997,Not Hispanic or Latino,3085693
Oregon (41),1998,Hispanic or Latino,237789
Oregon (41),1998,Not Hispanic or Latino,3114660
Oregon (41),1999,Hispanic or Latino,258885
Oregon (41),1999,Not Hispanic or Latino,3135056
Oregon (41),2000,Hispanic or Latino,278259
Oregon (41),2000,Not Hispanic or Latino,3151449
Oregon (41),2001,Hispanic or Latino,296083
Oregon (41),2001,Not Hispanic or Latino,3171854
Oregon (41),2002,Hispanic or Latino,313232
Oregon (41),2002,Not Hispanic or Latino,3200192
Oregon (41),2003,Hispanic or Latino,328886
Oregon (41),2003,Not Hispanic or Latino,3218490
Oregon (41),2004,Hispanic or Latino,343677
Oregon (41),2004,Not Hispanic or Latino,3225786
